date,item_nbr,unit_sales,price
2000-01-01,0,84.0,6.166666666666667
2000-01-02,0,76.0152,6.212078947368421
2000-01-03,0,21.008399999999998,25.48892857142857
2000-01-04,0,18.0108,30.078097222222226
2000-01-05,0,18.0144,27.026999999999997
2000-01-06,0,19.019,27.982302631578946
2000-01-07,0,18.021600000000003,30.54575
2000-01-08,0,70.098,7.126735714285713
2000-01-09,0,79.1264,5.9485822784810125
2000-01-10,0,19.034200000000002,27.69375
2000-01-11,0,21.042,25.683095238095238
2000-01-12,0,21.0462,23.588500000000003
2000-01-13,0,19.0456,28.928631578947364
2000-01-14,0,18.046799999999998,27.08775
2000-01-15,0,91.25479999999999,5.215994505494506
2000-01-16,0,86.258,5.625668604651162
2000-01-17,0,20.064,27.61
2000-01-18,0,19.064600000000002,24.63055263157895
2000-01-19,0,18.0648,29.96758333333333
2000-01-20,0,20.076,23.712100000000003
2000-01-21,0,21.084,24.646428571428572
2000-01-22,0,84.3528,5.684449404761905
2000-01-23,0,87.3828,5.697833333333334
2000-01-24,0,18.0828,28.887375
2000-01-25,0,19.091199999999997,25.361789473684208
2000-01-26,0,20.099999999999998,27.621562500000003
2000-01-27,0,19.0988,26.486842105263154
2000-01-28,0,18.0972,27.57376388888889
2000-01-29,0,82.45920000000001,6.349012195121951
2000-01-30,0,70.406,7.914107142857143
2000-01-31,0,21.126,23.268452380952382
2000-02-01,0,18.1116,29.112777777777776
2000-02-02,0,21.1344,26.4
2000-02-03,0,21.1386,25.78239285714286
2000-02-04,0,18.1224,29.694722222222218
2000-02-05,0,71.49699999999999,7.54431338028169
2000-02-06,0,71.5112,7.816197183098591
2000-02-07,0,19.140600000000003,27.62157894736842
2000-02-08,0,18.1368,28.322083333333335
2000-02-09,0,21.163800000000002,24.811
2000-02-10,0,21.168,25.201904761904764
2000-02-11,0,21.1722,25.111928571428574
2000-02-12,0,82.6888,5.619365853658536
2000-02-13,0,86.7396,5.911712209302325
2000-02-14,0,19.167199999999998,28.09515789473684
2000-02-15,0,21.188999999999997,24.99232142857143
2000-02-16,0,21.1932,25.48016666666667
2000-02-17,0,18.1692,29.56558333333333
2000-02-18,0,19.1824,27.324
2000-02-19,0,87.85260000000001,6.061864942528737
2000-02-20,0,70.7,6.58125
2000-02-21,0,18.1836,27.79436111111111
2000-02-22,0,18.1872,27.80122222222222
2000-02-23,0,21.2226,22.6775
2000-02-24,0,20.215999999999998,26.198975000000004
2000-02-25,0,19.209,25.984013157894736
2000-02-26,0,77.86240000000001,6.479064935064935
2000-02-27,0,82.93480000000001,6.6544695121951225
2000-02-28,0,21.2436,23.816595238095235
2000-02-29,0,19.2242,29.374342105263157
2000-03-01,0,20.240000000000002,26.643749999999997
2000-03-02,0,18.2196,27.919375
2000-03-03,0,19.235599999999998,24.585789473684212
2000-03-04,0,89.1088,6.336894886363636
2000-03-05,0,73.9344,6.555287671232876
2000-03-06,0,18.233999999999998,25.68854166666667
2000-03-07,0,18.2376,26.20311111111111
2000-03-08,0,21.2814,23.724166666666665
2000-03-09,0,20.272000000000002,23.44185
2000-03-10,0,18.2484,27.12666666666667
2000-03-11,0,70.98,7.180642857142858
2000-03-12,0,70.994,7.226024999999999
2000-03-13,0,20.288,23.6176
2000-03-14,0,19.2774,26.31372368421053
2000-03-15,0,20.296,26.99025
2000-03-16,0,21.314999999999998,23.770833333333332
2000-03-17,0,20.304000000000002,25.7807
2000-03-18,0,73.1088,7.40371875
2000-03-19,0,88.3572,5.284994252873563
2000-03-20,0,19.3002,28.660342105263155
2000-03-21,0,19.304000000000002,24.48
2000-03-22,0,18.2916,30.437458333333336
2000-03-23,0,18.2952,27.610194444444446
2000-03-24,0,20.332,25.212525
2000-03-25,0,87.44479999999999,5.936046511627906
2000-03-26,0,77.29199999999999,7.14875
2000-03-27,0,20.344,27.938025000000003
2000-03-28,0,18.313200000000002,26.50873611111111
2000-03-29,0,18.3168,26.00422222222222
2000-03-30,0,21.3738,25.653607142857144
2000-03-31,0,18.324,29.76611111111111
2000-04-01,0,73.3104,7.301298611111112
2000-04-02,0,78.4168,6.656142857142856
2000-04-03,0,18.334799999999998,27.400361111111113
2000-04-04,0,18.3384,29.62463888888889
2000-04-05,0,21.398999999999997,26.714999999999996
2000-04-06,0,19.364800000000002,25.546105263157894
2000-04-07,0,18.349200000000003,29.304930555555558
2000-04-08,0,71.372,7.347128571428572
2000-04-09,0,69.3464,7.4445073529411765
2000-04-10,0,19.38,24.92368421052631
2000-04-11,0,20.404,25.528724999999998
2000-04-12,0,21.4284,25.637500000000003
2000-04-13,0,19.391399999999997,25.265842105263157
2000-04-14,0,21.436799999999998,26.627142857142857
2000-04-15,0,77.59599999999999,6.198009868421053
2000-04-16,0,88.84440000000001,5.368477011494253
2000-04-17,0,21.4494,24.397535714285716
2000-04-18,0,20.432000000000002,24.904749999999996
2000-04-19,0,19.4142,26.546302631578946
2000-04-20,0,19.418,28.932236842105265
2000-04-21,0,21.4662,22.316857142857142
2000-04-22,0,81.792,6.97755
